phrase,freq,f_len,max_subgram_freq,partial_order,min_support,mutual_confidence,f_avg_wordlength,f_pos_nn,f_pos_prop,f_pos_verb,f_pos_adj,f_pos_deter,f_pos_empty,f_pos_other,f_completeness,f_postagUniqueness,is_know_phrase
trl trl inps onr,1,4,33,0,0.0,-1,3.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
troop,1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ttps,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
turbofan engine,2,2,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
turn,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
type,2,1,0,0,0.14,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
typical duration,1,2,0,0,0.07,-1,7.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
u,1,1,0,0,0.07,-1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
u government agency,2,3,5,0,0.14,-1,5.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
u naval sea mining,1,4,1,0,0.07,-1,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s,31,1,0,0,2.21,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
u.s naval,5,2,0,0,0.16,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s naval joint eod,1,4,118,0,0.03,0.025,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
u.s naval naval special warfare,1,5,14,0,0.03,0.214,5.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s.,357,1,0,0,25.5,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
u.s. defense,13,2,0,0,0.04,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s. defense enabling manufacturing technology,1,5,13,0,0.0,2.333,8.4,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0,0,2
u.s. due,11,2,0,0,0.03,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
u.s. due inps,28,3,107,0,0.08,-1,3.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
u.s. due inps technology readiness level,1,6,400,0,0.0,0.015,5.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s. electromagnetic system applied,1,4,1,0,0.0,-1,8.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
u.s. mine,1,2,0,0,0.0,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
u.s. naval,8,2,0,0,0.02,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
u.s. naval infrared,1,3,8,0,0.0,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
u.s. naval research,4,3,747,0,0.01,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
u.s. naval research onr,169,4,747,0,0.47,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s. naval research onr marine corp,43,6,747,0,0.12,0.082,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s. naval research onr marine corp technology,1,7,747,0,0.01,4.5,5.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s. navy,336,2,0,0,0.94,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
u.s. navy control damage,1,4,336,0,0.0,168.5,5.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
u.s. navy energy,6,3,336,0,0.02,-1,4.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
u.s. navy energy platform design,1,5,336,0,0.0,8.024,5.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s. navy marine corp,2,4,336,0,0.01,0.545,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
u.s. navy platform design,1,4,336,0,0.0,8.024,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s. navy ship,1,3,336,0,0.0,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s. navy/marine corp team,6,4,0,0,0.02,-1,5.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s. navy/marine corp team fighting force,1,6,6,0,0.0,-1,6.0,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
u.s. research,1,2,0,0,0.0,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
u.s. science,2,2,0,0,0.01,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
u.s. science technology,1,3,2,0,0.0,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
uae o-related future naval capability (fn ). t,1,8,82,0,-1,-1,4.88,0.625,0.0,0.0,0.25,0.0,0.125,0.0,0,0,2
uaeo,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
uav,44,1,0,0,3.14,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
uav fy,1,2,0,0,0.02,-1,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
uav hardware,2,2,0,0,0.05,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
uav intelligence,1,2,0,0,0.02,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
uav locust,1,2,0,0,0.02,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
uav modular advanced armed robotic,1,5,0,0,0.02,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
uav system,35,2,0,0,0.8,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
uav system provide isr,1,4,35,0,0.02,18.0,4.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
uavs,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
uavs fy,1,2,0,0,0.07,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
ultra short pulse laser,2,4,0,0,0.14,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
ultra short pulse laser (us pl,1,6,2,0,0.5,-1,4.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
ultra-heavy amphibious connector,1,3,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
ultra-heavy amphibious connector . fy,1,5,1,0,0.07,-1,6.6,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0,0,2
un-manned system,2,2,0,0,0.14,-1,7.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
unattended sensor,1,2,0,0,0.07,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
uncertainty,17,1,0,0,1.21,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
under-ice vehicle navigation,3,3,3,0,0.21,-1,8.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
undersea medicine,1,2,0,0,0.07,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
undersea surveillance,1,2,0,0,0.07,-1,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
undersea target detection,2,3,11,0,0.14,-1,7.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
undersea target,1,2,0,0,0.07,-1,7.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
undersea warfare technology,2,3,13,0,0.14,-1,8.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
undersea weapon,1,2,0,0,0.07,-1,7.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
undersea,2,1,0,0,0.14,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
undersea domain,1,2,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
undersea domain human performance requirement freedom,1,6,1,0,0.5,1.0,8.0,0.833,0.0,0.0,0.167,0.0,0.0,0.0,0,0,2
undersea environment data,2,3,0,0,0.14,-1,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea sensing,1,2,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2
undersea warfare asset,2,3,13,0,0.14,-1,6.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
undersea warfare,13,2,0,0,0.93,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
undersea weapon system,15,3,3,0,1.07,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea weapon system combatant commander,7,5,39,0,0.47,0.103,7.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea weapon system combatant commander island chain,1,7,39,0,0.07,0.071,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare applied,37,3,13,0,2.64,-1,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
undersea warfare applied asw,1,4,37,0,0.03,-1,6.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare applied research,2,4,37,0,0.05,0.278,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare applied research congressional add,4,6,37,0,0.11,8.5,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare applied research program element,1,6,172,0,0.03,0.041,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
undersea warfare applied research program element (pe,1,7,172,0,0.03,0.152,6.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare development command,12,4,13,0,0.86,-1,8.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
undersea warfare development command full spectrum undersea warfare concept,67,9,13,0,5.58,40.0,7.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare development command full spectrum undersea warfare concept super swarm,1,11,67,0,0.01,1.75,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare effort,14,3,13,0,1.0,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare effort description,1,4,14,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare effort project,31,4,14,0,2.21,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare effort project undersea warfare effort,1,7,31,0,0.03,0.5,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare effort undersea warfare,1,5,14,0,0.07,0.538,7.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare effort undersea warfare effort,1,6,14,0,0.07,0.5,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare inp effort . in investment represent game,1,9,18,0,-1,7.0,5.56,0.778,0.0,0.0,0.111,0.0,0.111,0.0,0,0,2
undersea warfare mission,2,3,13,0,0.14,-1,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
undersea warfare operation,1,3,13,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
understand cyber resilience,1,3,1,0,0.07,-1,8.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
understanding,5,1,0,0,0.36,-1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
underwater acoustic communication system,1,4,3,0,0.07,0.333,9.25,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
underwater acoustic,1,2,0,0,0.07,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
underwater networking technology,1,3,0,0,0.07,-1,10.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
underwater sound,1,2,0,0,0.07,-1,7.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
underwater vehicle,1,2,0,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,1,4
underwater vehicle (c-u uv,1,4,1,0,0.07,-1,5.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
underwater mine defeat capability,1,4,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
underwater mine defeat capability urgent operational need,1,7,1,0,1.0,-1,7.29,0.714,0.0,0.0,0.286,0.0,0.0,0.0,0,0,2
underwater mine defeat capability urgent operational need fy,1,8,1,0,1.0,-1,6.62,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
unexploded ordnance,5,2,0,0,0.36,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
unintentional interference,1,2,0,0,0.07,-1,12.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
unique opportunity,2,2,0,0,0.14,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
unique,1,1,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
unit,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
united state,1,2,0,0,0.07,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
united state (us,1,3,1,0,0.07,-1,4.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
united state marine corp,1,4,310,0,0.07,0.003,5.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
united state marine corp (us mc,1,6,310,0,1.0,-1,4.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
universities/minority institution program,1,3,0,0,0.07,-1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
university research,15,2,0,0,1.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
university research approach serf,1,4,15,0,0.07,8.0,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
university research infrastructure,8,3,15,0,0.53,-1,10.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
university research infrastructure research instrumentation,1,5,15,0,0.07,2.667,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
university minority institution program,1,4,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
university,3,1,0,0,0.21,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
university college,1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
unmanned air,2,2,0,0,0.14,-1,5.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
unmanned airframe technology,1,3,1,0,0.07,-1,8.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
unmanned delivery,1,2,0,0,0.07,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
unmanned force,2,2,0,0,0.14,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
unmanned operation,2,2,0,0,0.14,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
unmanned response capability,1,3,1,0,0.07,-1,8.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
unmanned response technology,1,3,1,0,0.07,-1,8.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
unmanned system,2,2,0,0,0.14,-1,7.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
unmanned vehicle,1,2,0,0,0.07,-1,7.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,1,4
unmanned vehicle power system,1,4,1,0,0.07,1.0,6.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
unmanned sea surface vehicle,1,4,5,0,0.07,-1,6.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,1,2
unmanned underwater vehicle,1,3,1,0,0.07,-1,8.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,4
unmanned aerial,1,2,0,0,0.07,-1,7.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
unmanned aerial vehicle,1,3,1,0,0.07,-1,7.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,4
updated capability,1,2,0,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
upon,17,1,0,0,1.21,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
urban area,2,2,0,0,0.14,-1,4.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
urban environment,2,2,0,0,0.14,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,1,4
urban asymmetric,1,2,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
urban asymmetric expeditionary warfare operation (ua eo,1,7,9,0,1.0,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
urban asymmetric operation effort,2,4,1,0,0.14,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
urban asymmetric/expeditionary warfare operation,1,4,0,0,0.07,-1,11.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
us/allied port,1,2,0,0,0.07,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
use,1,1,0,0,0.07,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
useful material,13,2,0,0,0.93,-1,7.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
user,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
user platform,1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
usm c ex ecutive agent,1,5,0,0,0.07,-1,3.6,0.6,0.0,0.0,0.2,0.0,0.2,0.0,0,0,1
usm c s&t,1,3,0,0,0.07,-1,2.33,0.667,0.0,0.0,0.0,0.0,0.333,0.0,0,0,1
usm c te chnology candidate activity,1,6,0,0,-1,-1,5.17,0.833,0.0,0.0,0.0,0.0,0.167,0.0,0,0,2
usm operation,1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
usmc,11,1,0,0,0.79,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
usmc executive agent,1,3,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
usmc s,1,2,0,0,0.07,-1,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
usmc science,1,2,0,0,0.07,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
usmc technology candidate,1,3,2,0,0.07,-1,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
usmc technology candidate activity,1,4,2,0,0.07,-1,7.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
usmc usmc,1,2,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
uspl,11,1,0,0,0.79,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
uspl energy weapon,1,3,4,0,0.07,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
uspl propagation,1,2,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
uss v,1,2,0,0,0.07,-1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
ussv,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ussvs,1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
utility,3,1,0,0,0.21,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
utilization,2,1,0,0,0.14,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
utilizing new non-lethal stimulus,1,4,2,0,0.07,-1,7.5,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0,0,2
uture joint warfighting capability,1,4,0,0,0.07,-1,7.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
uuv,3,1,0,0,0.21,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
uuvs,57,1,0,0,4.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
uuvs uuvs,33,2,0,0,0.58,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
uuvs uuvs navy c2/fires,1,4,33,0,0.02,3.4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
vacuum electronics power amplifier,4,4,0,0,0.29,-1,7.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
vacuum-tube,1,1,0,0,0.07,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
validate production feasibility,1,3,35,0,0.07,-1,9.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
value,1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
variability,1,1,0,0,0.07,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
variable cycle advanced technology (vc,1,5,12,0,0.07,-1,6.8,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
variety,6,1,0,0,0.43,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
various laser weapon system technology,1,5,3,0,0.07,-1,6.8,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
various stage,2,2,0,0,0.14,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
vast majority,1,2,0,0,0.07,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
vcat,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
vcs,5,1,0,0,0.36,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
vcs class,3,2,0,0,0.21,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
vcs class clb,1,3,3,0,0.07,-1,3.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
vector wind,2,2,0,0,0.14,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
vehicle,4,1,0,0,0.29,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
vehicle health management system,1,4,0,0,0.07,-1,7.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
vehicle navigation,3,2,0,0,0.21,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
vehicle navigation extended-duration autonomy,1,4,6,0,0.07,0.333,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
vehicle power system,1,3,1,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
vehicle program,1,2,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
vehicle vessel,4,2,0,0,0.29,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
vehicle simulation system fy,1,4,0,0,0.07,-1,6.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
vehicle/vessel stopping,3,2,0,0,0.21,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
vehicle/vessel stopping counter-facility application,5,4,18,0,0.36,0.222,12.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
vehicle/vessel stopping counter-facility application weapon system,1,6,18,0,0.2,0.667,10.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
vessel structural component,2,3,0,0,0.14,-1,8.33,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
vessel,3,1,0,0,0.21,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
vexing challenge,2,2,0,0,0.14,-1,7.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
vi rginia class submarine (vc )/co lumbia class submarine (cl ); d dg,1,13,0,0,-1,-1,4.38,0.846,0.0,0.0,0.077,0.0,0.077,0.0,0,0,2
vi rginia class submarine (vc )/oh io replacement program (or ); d dg,1,13,0,0,-1,-1,4.38,0.846,0.0,0.0,0.077,0.0,0.077,0.0,0,0,2
view,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
viewing condition,1,2,0,0,0.07,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
virginia,1,1,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
virginia class submarine,1,3,0,0,0.07,-1,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
virginia class submarine /columbia class submarine,1,6,1,0,1.0,-1,7.5,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
vision,1,1,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
visualization technique,2,2,0,0,0.14,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
volume,1,1,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
vulnerability,3,1,0,0,0.21,-1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
vulnerable legacy platform,1,3,1,0,0.07,-1,8.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
warfare capability,1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
warfare,2,1,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
warfare development,1,2,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
warfare domain,1,2,0,0,0.07,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
warfare domain command system,11,4,1,0,0.79,6.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
warfare domain command system combine radio frequency electronics,1,8,52,0,0.09,0.333,7.25,0.875,0.0,0.125,0.0,0.0,0.0,0.0,0,0,2
warfare support,1,2,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
warfare technology,1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
warfare technology distributed maritime operation concept,1,6,59,0,0.5,1.0,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
